underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
SPY,142.22,*,SWG070317P00107000,,put,03/17/2007,12/19/2006,107,0.1,0,0.1,0,1870,0.1896,-0.0007,0.0002,-0.0623,0.1655,SWGOC
SPY,142.22,*,SWG070317P00108000,,put,03/17/2007,12/19/2006,108,0.1,0,0.1,0,1041,0.1896,-0.001,0.0002,-0.0853,0.227,SWGOD
SPY,142.22,*,SWG070317P00109000,,put,03/17/2007,12/19/2006,109,0.15,0,0.1,0,580,0.1896,-0.0013,0.0003,-0.1152,0.3074,SWGOE
SPY,142.22,*,SPY070317P00110000,,put,03/17/2007,12/19/2006,110,0.1,0,0.1,0,1042,0.1896,-0.0019,0.0004,-0.1538,0.411,SPYOF
SPY,142.22,*,SPY070317P00111000,,put,03/17/2007,12/19/2006,111,0.1,0.05,0.1,0,448,0.1896,-0.0025,0.0006,-0.2028,0.5429,SPYOG
SPY,142.22,*,SPY070317P00112000,,put,03/17/2007,12/19/2006,112,0.1,0.05,0.1,0,1394,0.1896,-0.0034,0.0008,-0.2642,0.7086,SPYOH
SPY,142.22,*,SPY070317P00113000,,put,03/17/2007,12/19/2006,113,0.1,0.05,0.15,5,6334,0.1896,-0.0045,0.001,-0.3403,0.9143,SPYOI
SPY,142.22,*,SPY070317P00114000,,put,03/17/2007,12/19/2006,114,0.15,0.05,0.15,0,652,0.1896,-0.0059,0.0013,-0.4332,1.1664,SPYOJ
SPY,142.22,*,SPY070317P00115000,,put,03/17/2007,12/19/2006,115,0.1,0.05,0.15,0,6051,0.1896,-0.0077,0.0016,-0.5454,1.4716,SPYOK
SPY,142.22,*,SPY070317P00116000,,put,03/17/2007,12/19/2006,116,0.2,0.1,0.15,0,3845,0.1896,-0.0099,0.002,-0.6792,1.8369,SPYOL
SPY,142.22,*,SPY070317P00117000,,put,03/17/2007,12/19/2006,117,0.2,0.1,0.2,0,2489,0.1896,-0.0126,0.0025,-0.8369,2.2688,SPYOM
SPY,142.22,*,SPY070317P00118000,,put,03/17/2007,12/19/2006,118,0.15,0.1,0.2,0,2611,0.1896,-0.0159,0.003,-1.0206,2.7738,SPYON
SPY,142.22,*,RQQ070317P00119000,,put,03/17/2007,12/19/2006,119,0.25,0.2,0.25,0,795,0.1896,-0.0199,0.0037,-1.2319,3.3574,RQQOO
SPY,142.22,*,RQQ070317P00120000,,put,03/17/2007,12/19/2006,120,0,0.2,0.3,0,154,0.1896,-0.0247,0.0044,-1.4724,4.0242,RQQOP
SPY,142.22,*,RQQ070317P00121000,,put,03/17/2007,12/19/2006,121,0,0.25,0.35,0,95,0.1896,-0.0304,0.0052,-1.7428,4.7776,RQQOQ
SPY,142.22,*,RQQ070317P00122000,,put,03/17/2007,12/19/2006,122,0,0.25,0.35,0,1008,0.186,-0.0344,0.0059,-1.8889,5.2976,RQQOR
SPY,142.22,*,RQQ070317P00123000,,put,03/17/2007,12/19/2006,123,0,0.3,0.4,0,1049,0.1825,-0.0391,0.0067,-2.0491,5.8798,RQQOS
SPY,142.22,*,RQQ070317P00124000,,put,03/17/2007,12/19/2006,124,0.45,0.35,0.45,10,50,0.1791,-0.0445,0.0075,-2.224,6.5305,RQQOT
SPY,142.22,*,RQQ070317P00125000,,put,03/17/2007,12/19/2006,125,0.5,0.4,0.45,10,346,0.1759,-0.0509,0.0085,-2.4192,7.2658,RQQOU
SPY,142.22,*,RQQ070317P00126000,,put,03/17/2007,12/19/2006,126,0.55,0.45,0.5,10,59,0.1728,-0.0582,0.0097,-2.6305,8.0817,RQQOV
SPY,142.22,*,RQQ070317P00127000,,put,03/17/2007,12/19/2006,127,0.65,0.5,0.55,0,69,0.1698,-0.0666,0.0109,-2.8577,8.983,RQQOW
SPY,142.22,*,RQQ070317P00128000,,put,03/17/2007,12/19/2006,128,0.85,0.55,0.65,0,294,0.167,-0.0765,0.0124,-3.1057,9.9845,RQQOX
SPY,142.22,*,RQQ070317P00129000,,put,03/17/2007,12/19/2006,129,0.75,0.6,0.7,10,564,0.1642,-0.0877,0.0139,-3.3625,11.0649,RQQOY
SPY,142.22,*,SFB070317P00130000,,put,03/17/2007,12/19/2006,130,0,0.55,0.65,0,36477,0.1616,-0.1006,0.0157,-3.6369,12.2463,SFBOZ
SPY,142.22,*,SFB070317P00131000,,put,03/17/2007,12/19/2006,131,0,0.6,0.7,10,9657,0.1591,-0.1153,0.0175,-3.9205,13.5128,SFBOA
SPY,142.22,*,SFB070317P00132000,,put,03/17/2007,12/19/2006,132,0,0.7,0.8,110,65594,0.1568,-0.1322,0.0196,-4.2149,14.8669,SFBOB
SPY,142.22,*,SFB070317P00133000,,put,03/17/2007,12/19/2006,133,0,0.8,0.9,20,13749,0.1545,-0.1511,0.0218,-4.5029,16.2735,SFBOC
SPY,142.22,*,SFB070317P00134000,,put,03/17/2007,12/19/2006,134,0,0.9,0.95,64,8162,0.1524,-0.1725,0.024,-4.7898,17.7352,SFBOD
SPY,142.22,*,SFB070317P00135000,,put,03/17/2007,12/19/2006,135,0,1,1.15,67,52711,0.1504,-0.1963,0.0264,-5.0617,19.2171,SFBOE
SPY,142.22,*,SFB070317P00136000,,put,03/17/2007,12/19/2006,136,0,1.15,1.25,5,12068,0.1485,-0.2225,0.0288,-5.3096,20.6897,SFBOF
SPY,142.22,*,SFB070317P00137000,,put,03/17/2007,12/19/2006,137,0,1.35,1.4,795,19829,0.1468,-0.2515,0.0311,-5.5295,22.1246,SFBOG
SPY,142.22,*,SFB070317P00138000,,put,03/17/2007,12/19/2006,138,0,1.5,1.6,1145,20216,0.1451,-0.2828,0.0334,-5.6995,23.47,SFBOH
SPY,142.22,*,SFB070317P00139000,,put,03/17/2007,12/19/2006,139,0,1.75,1.85,22,8597,0.1436,-0.3166,0.0355,-5.8208,24.6952,SFBOI
SPY,142.22,*,SFB070317P00140000,,put,03/17/2007,12/19/2006,140,0,1.95,2.05,2865,29336,0.1422,-0.3526,0.0374,-5.8781,25.753,SFBOJ
SPY,142.22,*,SFB070317P00141000,,put,03/17/2007,12/19/2006,141,0,2.25,2.35,447,5668,0.141,-0.3904,0.039,-5.8684,26.6046,SFBOK
SPY,142.22,*,SFB070317P00142000,,put,03/17/2007,12/19/2006,142,0,2.6,2.7,435,9165,0.1398,-0.4298,0.0402,-5.7744,27.2122,SFBOL
SPY,142.22,*,SFB070317P00143000,,put,03/17/2007,12/19/2006,143,0,2.95,3.1,144,21159,0.1388,-0.4702,0.041,-5.6032,27.5499,SFBOM
SPY,142.22,*,SFB070317P00144000,,put,03/17/2007,12/19/2006,144,0,3.4,3.5,36,4361,0.1379,-0.5112,0.0414,-5.3483,27.5989,SFBON
SPY,142.22,*,SFB070317P00145000,,put,03/17/2007,12/19/2006,145,0,3.9,4,63,3715,0.1372,-0.5521,0.0412,-5.018,27.3533,SFBOO
SPY,142.22,*,SFB070317P00146000,,put,03/17/2007,12/19/2006,146,0,4.4,4.6,10,2007,0.1365,-0.5927,0.0406,-4.6056,26.818,SFBOP
SPY,142.22,*,SFB070317P00147000,,put,03/17/2007,12/19/2006,147,0,5.1,5.2,11,1307,0.136,-0.6321,0.0395,-4.1317,26.0126,SFBOQ
SPY,142.22,*,SFB070317P00148000,,put,03/17/2007,12/19/2006,148,0,5.8,6,1,639,0.1356,-0.67,0.038,-3.601,24.9648,SFBOR
SPY,142.22,*,SFB070317P00149000,,put,03/17/2007,12/19/2006,149,7.1,6.7,6.9,0,508,0.1353,-0.706,0.0362,-3.0256,23.7113,SFBOS
SPY,142.22,*,SYH070317P00150000,,put,03/17/2007,12/19/2006,150,8.3,7.7,7.9,84,59,0.1351,-0.7398,0.0341,-2.4189,22.2947,SYHOT
SPY,142.22,*,SYH070317P00155000,,put,03/17/2007,12/19/2006,155,13.8,12.7,12.9,0,11,0.1362,-0.8686,0.0219,0.5953,14.4094,SYHOY
SPY,142.22,*,SYH070317P00160000,,put,03/17/2007,12/19/2006,160,18.8,17.7,17.9,0,7,0.1403,-0.9369,0.0119,2.8921,8.0783,SYHOD
SPY,142.22,*,SWV070616C00060000,,call,06/16/2007,12/19/2006,60,81.6,82.9,83.1,0,1410,0.6987,0.9671,0.0007,-2.9224,4.8959,SWVFH
SPY,142.22,*,SWV070616C00065000,,call,06/16/2007,12/19/2006,65,77,78,78.3,0,1986,0.6987,0.9576,0.001,-4.4509,6.7477,SWVFM
SPY,142.22,*,SZC070616C00070000,,call,06/16/2007,12/19/2006,70,72.5,73.1,73.4,10,370,0.6452,0.9542,0.0012,-4.7394,7.3715,SZCFR
SPY,142.22,*,SZC070616C00075000,,call,06/16/2007,12/19/2006,75,65.1,68.3,68.5,0,1045,0.5941,0.9506,0.0014,-4.9892,8.0124,SZCFW
SPY,142.22,*,SZC070616C00080000,,call,06/16/2007,12/19/2006,80,59.8,63.4,63.7,0,770,0.5454,0.9468,0.0016,-5.2097,8.6841,SZCFB
SPY,142.22,*,SZC070616C00085000,,call,06/16/2007,12/19/2006,85,53.8,58.5,58.8,0,138,0.4992,0.9425,0.0019,-5.4133,9.4101,SZCFG
SPY,142.22,*,SZC070616C00088000,,call,06/16/2007,12/19/2006,88,38,55.6,55.9,0,0,0.4727,0.9397,0.0021,-5.5321,9.884,SZCFJ
SPY,142.22,*,SZC070616C00089000,,call,06/16/2007,12/19/2006,89,37,54.7,54.9,0,0,0.464,0.9387,0.0022,-5.5694,10.0466,SZCFK
SPY,142.22,*,SWG070616C00090000,,call,06/16/2007,12/19/2006,90,36,53.7,54,0,0,0.4555,0.9376,0.0023,-5.6099,10.2183,SWGFL
SPY,142.22,*,SWG070616C00091000,,call,06/16/2007,12/19/2006,91,36.7,52.7,53,0,50,0.447,0.9366,0.0024,-5.6473,10.3899,SWGFM
SPY,142.22,*,SWG070616C00092000,,call,06/16/2007,12/19/2006,92,40.1,51.8,52,0,886,0.4387,0.9354,0.0024,-5.6881,10.5716,SWGFN
SPY,142.22,*,SWG070616C00093000,,call,06/16/2007,12/19/2006,93,33,50.8,51,0,0,0.4304,0.9343,0.0025,-5.7259,10.7536,SWGFO
SPY,142.22,*,SWG070616C00094000,,call,06/16/2007,12/19/2006,94,32,49.8,50.1,0,0,0.4223,0.9331,0.0026,-5.7673,10.9467,SWGFP
SPY,142.22,*,SWG070616C00095000,,call,06/16/2007,12/19/2006,95,48.2,48.8,49.1,32,0,0.4142,0.9319,0.0027,-5.8059,11.1408,SWGFQ
SPY,142.22,*,SWG070616C00096000,,call,06/16/2007,12/19/2006,96,36.4,47.9,48.1,0,1239,0.4063,0.9305,0.0028,-5.8483,11.3471,SWGFR
SPY,142.22,*,SWG070616C00097000,,call,06/16/2007,12/19/2006,97,29,46.9,47.2,0,0,0.3984,0.9292,0.0029,-5.8879,11.555,SWGFS
SPY,142.22,*,SWG070616C00098000,,call,06/16/2007,12/19/2006,98,41.9,45.9,46.2,0,10,0.3906,0.9278,0.003,-5.9281,11.7705,SWGFT
SPY,142.22,*,SWG070616C00099000,,call,06/16/2007,12/19/2006,99,27,45,45.2,0,0,0.383,0.9263,0.0032,-5.9724,12.0003,SWGFU
SPY,142.22,*,SWG070616C00100000,,call,06/16/2007,12/19/2006,100,38.3,44,44.3,0,10,0.3754,0.9248,0.0033,-6.0141,12.2328,SWGFV
SPY,142.22,*,SWG070616C00101000,,call,06/16/2007,12/19/2006,101,43.6,43.1,43.3,0,246,0.3679,0.9232,0.0034,-6.0567,12.4747,SWGFW
SPY,142.22,*,SWG070616C00102000,,call,06/16/2007,12/19/2006,102,24,42.1,42.4,0,0,0.3606,0.9215,0.0036,-6.1036,12.7332,SWGFX
SPY,142.22,*,SWG070616C00103000,,call,06/16/2007,12/19/2006,103,40.5,41.1,41.4,36,0,0.3533,0.9197,0.0037,-6.1481,12.9959,SWGFY
SPY,142.22,*,SWG070616C00104000,,call,06/16/2007,12/19/2006,104,22,40.2,40.4,0,0,0.3461,0.9178,0.0039,-6.1937,13.2701,SWGFZ
SPY,142.22,*,SWG070616C00105000,,call,06/16/2007,12/19/2006,105,26.4,39.2,39.5,0,3,0.339,0.9159,0.004,-6.2403,13.5565,SWGFA
SPY,142.22,*,SWG070616C00106000,,call,06/16/2007,12/19/2006,106,20,38.3,38.5,0,0,0.3321,0.9137,0.0042,-6.2918,13.8632,SWGFB
SPY,142.22,*,SWG070616C00107000,,call,06/16/2007,12/19/2006,107,19,37.3,37.6,0,0,0.3252,0.9115,0.0044,-6.3409,14.1768,SWGFC
SPY,142.22,*,SWG070616C00108000,,call,06/16/2007,12/19/2006,108,18,36.4,36.6,0,0,0.3184,0.9092,0.0046,-6.3913,14.5052,SWGFD
SPY,142.22,*,SWG070616C00109000,,call,06/16/2007,12/19/2006,109,28.8,35.4,35.6,0,226,0.3117,0.9067,0.0048,-6.4431,14.8494,SWGFE
SPY,142.22,*,SPY070616C00110000,,call,06/16/2007,12/19/2006,110,24.7,34.4,34.7,0,20,0.3051,0.9041,0.005,-6.4963,15.2105,SPYFF
SPY,142.22,*,SPY070616C00111000,,call,06/16/2007,12/19/2006,111,29.5,33.5,33.7,0,13,0.2987,0.9013,0.0053,-6.5547,15.5976,SPYFG
SPY,142.22,*,SPY070616C00112000,,call,06/16/2007,12/19/2006,112,22.4,32.5,32.8,0,161,0.2923,0.8983,0.0055,-6.6108,15.9958,SPYFH
SPY,142.22,*,SPY070616C00113000,,call,06/16/2007,12/19/2006,113,27.3,31.6,31.8,0,106,0.286,0.8951,0.0058,-6.6685,16.4143,SPYFI
SPY,142.22,*,SPY070616C00114000,,call,06/16/2007,12/19/2006,114,21.2,30.6,30.9,0,137,0.2798,0.8917,0.0061,-6.7276,16.8542,SPYFJ
SPY,142.22,*,SPY070616C00115000,,call,06/16/2007,12/19/2006,115,24.68,29.7,29.9,0,1113,0.2737,0.8881,0.0064,-6.7882,17.3167,SPYFK
SPY,142.22,*,SPY070616C00116000,,call,06/16/2007,12/19/2006,116,24.7,28.8,29,0,1478,0.2677,0.8843,0.0067,-6.8503,17.8033,SPYFL
SPY,142.22,*,SPY070616C00117000,,call,06/16/2007,12/19/2006,117,24.3,27.8,28.1,0,427,0.2618,0.8801,0.0071,-6.9139,18.3151,SPYFM
SPY,142.22,*,SPY070616C00118000,,call,06/16/2007,12/19/2006,118,22.68,26.9,27.1,0,27,0.256,0.8757,0.0075,-6.9787,18.8535,SPYFN
SPY,142.22,*,RQQ070616C00119000,,call,06/16/2007,12/19/2006,119,18,25.9,26.4,0,20,0.2503,0.8709,0.0079,-7.0449,19.4198,RQQFO
SPY,142.22,*,RQQ070616C00120000,,call,06/16/2007,12/19/2006,120,17.2,25,25.5,0,20,0.2447,0.8658,0.0083,-7.1122,20.0152,RQQFP
SPY,142.22,*,RQQ070616C00121000,,call,06/16/2007,12/19/2006,121,20.2,24.1,24.6,0,632,0.2392,0.8603,0.0087,-7.1804,20.641,RQQFQ
SPY,142.22,*,RQQ070616C00122000,,call,06/16/2007,12/19/2006,122,19.3,23.2,23.7,0,30,0.2338,0.8544,0.0092,-7.2495,21.2982,RQQFR
SPY,142.22,*,RQQ070616C00123000,,call,06/16/2007,12/19/2006,123,18.4,22.3,22.8,0,360,0.2285,0.848,0.0097,-7.319,21.9878,RQQFS
SPY,142.22,*,RQQ070616C00124000,,call,06/16/2007,12/19/2006,124,12.2,21.4,21.9,0,600,0.2233,0.8412,0.0103,-7.3886,22.7105,RQQFT
SPY,142.22,*,RQQ070616C00125000,,call,06/16/2007,12/19/2006,125,15.7,20.5,20.9,0,5816,0.2182,0.8338,0.0109,-7.4581,23.4669,RQQFU
SPY,142.22,*,RQQ070616C00126000,,call,06/16/2007,12/19/2006,126,19.8,19.6,20.1,0,1874,0.2132,0.8258,0.0115,-7.5268,24.2571,RQQFV
SPY,142.22,*,RQQ070616C00127000,,call,06/16/2007,12/19/2006,127,15.6,18.7,19.2,0,1955,0.2083,0.8172,0.0122,-7.5943,25.0809,RQQFW
SPY,142.22,*,RQQ070616C00128000,,call,06/16/2007,12/19/2006,128,15.7,17.8,18.1,0,967,0.2034,0.808,0.0129,-7.6559,25.9285,RQQFX
SPY,142.22,*,RQQ070616C00129000,,call,06/16/2007,12/19/2006,129,15.2,17,17.2,0,840,0.1987,0.7979,0.0137,-7.7188,26.8167,RQQFY
SPY,142.22,*,SFB070616C00130000,,call,06/16/2007,12/19/2006,130,0,16,16.2,0,4724,0.1941,0.7871,0.0145,-7.7781,27.734,SFBFZ
SPY,142.22,*,SFB070616C00131000,,call,06/16/2007,12/19/2006,131,0,15.1,15.4,0,1911,0.1896,0.7753,0.0153,-7.8328,28.6774,SFBFA
SPY,142.22,*,SFB070616C00132000,,call,06/16/2007,12/19/2006,132,0,14.3,14.5,0,2121,0.1852,0.7627,0.0162,-7.8816,29.6424,SFBFB
SPY,142.22,*,SFB070616C00133000,,call,06/16/2007,12/19/2006,133,0,13.5,13.7,0,1493,0.1808,0.7492,0.0171,-7.9195,30.6169,SFBFC
SPY,142.22,*,SFB070616C00134000,,call,06/16/2007,12/19/2006,134,0,12.6,12.8,0,381,0.1766,0.7345,0.0181,-7.9525,31.6079,SFBFD
SPY,142.22,*,SFB070616C00135000,,call,06/16/2007,12/19/2006,135,0,11.8,12,0,768,0.1725,0.7186,0.0191,-7.9752,32.5993,SFBFE
SPY,142.22,*,SFB070616C00136000,,call,06/16/2007,12/19/2006,136,0,11,11.2,64,6417,0.1685,0.7016,0.0202,-7.9857,33.5806,SFBFF
SPY,142.22,*,SFB070616C00137000,,call,06/16/2007,12/19/2006,137,0,10.2,10.5,42,1837,0.1645,0.6834,0.0212,-7.9783,34.5349,SFBFG
SPY,142.22,*,SFB070616C00138000,,call,06/16/2007,12/19/2006,138,0,9.5,9.7,320,19307,0.1607,0.6639,0.0223,-7.9582,35.4565,SFBFH
SPY,142.22,*,SFB070616C00139000,,call,06/16/2007,12/19/2006,139,0,8.7,8.9,31,31019,0.157,0.643,0.0234,-7.9195,36.3232,SFBFI
SPY,142.22,*,SFB070616C00140000,,call,06/16/2007,12/19/2006,140,0,8,8.2,5,10567,0.1533,0.6207,0.0245,-7.8561,37.1141,SFBFJ
SPY,142.22,*,SFB070616C00141000,,call,06/16/2007,12/19/2006,141,0,7.3,7.5,0,2685,0.1498,0.5971,0.0255,-7.773,37.8118,SFBFK
SPY,142.22,*,SFB070616C00142000,,call,06/16/2007,12/19/2006,142,0,6.6,6.8,9,2996,0.1464,0.572,0.0265,-7.6642,38.3906,SFBFL
SPY,142.22,*,SFB070616C00143000,,call,06/16/2007,12/19/2006,143,0,6,6.2,3,7135,0.143,0.5457,0.0275,-7.5238,38.8256,SFBFM
SPY,142.22,*,SFB070616C00144000,,call,06/16/2007,12/19/2006,144,0,5.4,5.5,0,1124,0.1398,0.518,0.0283,-7.3574,39.0917,SFBFN
SPY,142.22,*,SFB070616C00145000,,call,06/16/2007,12/19/2006,145,0,4.8,5,12,5496,0.1366,0.4892,0.029,-7.1557,39.1631,SFBFO
SPY,142.22,*,SFB070616C00146000,,call,06/16/2007,12/19/2006,146,0,4.2,4.4,0,4890,0.1336,0.4593,0.0296,-6.9257,39.0154,SFBFP
SPY,142.22,*,SFB070616C00147000,,call,06/16/2007,12/19/2006,147,0,3.7,3.9,0,3620,0.1306,0.4284,0.0299,-6.6589,38.6258,SFBFQ
SPY,142.22,*,SFB070616C00148000,,call,06/16/2007,12/19/2006,148,0,3.2,3.4,0,3560,0.1278,0.397,0.0301,-6.3642,37.9782,SFBFR
SPY,142.22,*,SFB070616C00149000,,call,06/16/2007,12/19/2006,149,3,2.8,2.9,0,2864,0.125,0.3651,0.03,-6.0342,37.0562,SFBFS
SPY,142.22,*,SYH070616C00150000,,call,06/16/2007,12/19/2006,150,2.4,2.4,2.5,4,4072,0.1224,0.3331,0.0296,-5.6806,35.8614,SYHFT
SPY,142.22,*,SYH070616C00155000,,call,06/16/2007,12/19/2006,155,1,0.9,1,18,2903,0.1106,0.1824,0.024,-3.633,26.1817,SYHFY
SPY,142.22,*,SYH070616C00160000,,call,06/16/2007,12/19/2006,160,0.3,0.25,0.3,0,3971,0.1013,0.0747,0.014,-1.7298,13.9866,SYHFD
SPY,142.22,*,SYH070616C00165000,,call,06/16/2007,12/19/2006,165,0.05,0.05,0.1,0,1360,0.0944,0.0219,0.0056,-0.5837,5.1817,SYHFM
SPY,142.22,*,SYH070616C00170000,,call,06/16/2007,12/19/2006,170,0,0,0.05,0,0,0.0944,0.0068,0.002,-0.2078,1.8829,SYHFN
SPY,142.22,*,SWV070616P00060000,,put,06/16/2007,12/19/2006,60,0,0,0.05,0,0,0.1948,0,0,0,0,SWVRH
SPY,142.22,*,SWV070616P00065000,,put,06/16/2007,12/19/2006,65,0.05,0,0.05,0,0,0.1948,0,0,0,0,SWVRM
SPY,142.22,*,SZC070616P00070000,,put,06/16/2007,12/19/2006,70,0,0,0.05,0,0,0.1948,0,0,0,0,SZCRR
SPY,142.22,*,SZC070616P00075000,,put,06/16/2007,12/19/2006,75,0.05,0,0.05,0,200,0.1948,0,0,-0.0001,0.0003,SZCRW
SPY,142.22,*,SZC070616P00080000,,put,06/16/2007,12/19/2006,80,0.1,0,0.05,0,1650,0.1948,0,0,-0.0005,0.0025,SZCRB
SPY,142.22,*,SZC070616P00085000,,put,06/16/2007,12/19/2006,85,0,0,0.05,0,500,0.1948,0,0,-0.003,0.0161,SZCRG
SPY,142.22,*,SZC070616P00088000,,put,06/16/2007,12/19/2006,88,0.05,0,0.1,10,1900,0.1948,-0.0001,0,-0.008,0.0426,SZCRJ
SPY,142.22,*,SZC070616P00089000,,put,06/16/2007,12/19/2006,89,0.05,0,0.1,10,1899,0.1948,-0.0002,0,-0.0109,0.0577,SZCRK
SPY,142.22,*,SWG070616P00090000,,put,06/16/2007,12/19/2006,90,0.05,0,0.1,10,10643,0.1948,-0.0002,0,-0.0146,0.0774,SWGRL
SPY,142.22,*,SWG070616P00091000,,put,06/16/2007,12/19/2006,91,0,0,0.1,0,1500,0.1948,-0.0003,0.0001,-0.0193,0.1027,SWGRM
SPY,142.22,*,SWG070616P00092000,,put,06/16/2007,12/19/2006,92,0,0,0.1,0,680,0.1948,-0.0004,0.0001,-0.0253,0.135,SWGRN
SPY,142.22,*,SWG070616P00093000,,put,06/16/2007,12/19/2006,93,0.1,0,0.1,0,52,0.1948,-0.0005,0.0001,-0.0329,0.1758,SWGRO
SPY,142.22,*,SWG070616P00094000,,put,06/16/2007,12/19/2006,94,0.2,0,0.1,0,195,0.1948,-0.0007,0.0001,-0.0424,0.227,SWGRP
SPY,142.22,*,SWG070616P00095000,,put,06/16/2007,12/19/2006,95,0.1,0.05,0.1,0,306,0.1948,-0.0009,0.0002,-0.0542,0.2904,SWGRQ
SPY,142.22,*,SWG070616P00096000,,put,06/16/2007,12/19/2006,96,0.1,0.05,0.1,10,0,0.1948,-0.0011,0.0002,-0.0687,0.3684,SWGRR
SPY,142.22,*,SWG070616P00097000,,put,06/16/2007,12/19/2006,97,0.1,0.05,0.1,10,894,0.1948,-0.0014,0.0002,-0.0863,0.4635,SWGRS
SPY,142.22,*,SWG070616P00098000,,put,06/16/2007,12/19/2006,98,0,0.05,0.15,0,807,0.1948,-0.0018,0.0003,-0.1075,0.5784,SWGRT
SPY,142.22,*,SWG070616P00099000,,put,06/16/2007,12/19/2006,99,0.3,0.05,0.15,0,472,0.1948,-0.0023,0.0004,-0.1329,0.7162,SWGRU
SPY,142.22,*,SWG070616P00100000,,put,06/16/2007,12/19/2006,100,0.3,0.05,0.15,0,1041,0.1948,-0.0029,0.0005,-0.163,0.8801,SWGRV
SPY,142.22,*,SWG070616P00101000,,put,06/16/2007,12/19/2006,101,0.15,0.1,0.15,10,1598,0.1948,-0.0036,0.0006,-0.1984,1.0735,SWGRW
SPY,142.22,*,SWG070616P00102000,,put,06/16/2007,12/19/2006,102,0.15,0.1,0.2,10,332,0.1948,-0.0045,0.0007,-0.2398,1.3001,SWGRX
SPY,142.22,*,SWG070616P00103000,,put,06/16/2007,12/19/2006,103,0,0.1,0.2,0,125,0.1948,-0.0055,0.0008,-0.2878,1.5634,SWGRY
SPY,142.22,*,SWG070616P00104000,,put,06/16/2007,12/19/2006,104,0.4,0.1,0.2,0,92,0.1948,-0.0067,0.001,-0.3431,1.8672,SWGRZ
SPY,142.22,*,SWG070616P00105000,,put,06/16/2007,12/19/2006,105,0.2,0.15,0.2,10,435,0.1948,-0.0082,0.0012,-0.4062,2.2152,SWGRA
SPY,142.22,*,SWG070616P00106000,,put,06/16/2007,12/19/2006,106,0,0.15,0.25,0,30,0.1948,-0.0099,0.0014,-0.4777,2.6111,SWGRB
SPY,142.22,*,SWG070616P00107000,,put,06/16/2007,12/19/2006,107,0,0.15,0.25,0,165,0.1948,-0.0118,0.0016,-0.5582,3.0584,SWGRC
SPY,142.22,*,SWG070616P00108000,,put,06/16/2007,12/19/2006,108,0,0.2,0.25,0,766,0.1948,-0.0141,0.0018,-0.6483,3.5602,SWGRD
SPY,142.22,*,SWG070616P00109000,,put,06/16/2007,12/19/2006,109,0.35,0.2,0.3,0,332,0.1948,-0.0167,0.0021,-0.7483,4.1197,SWGRE
SPY,142.22,*,SPY070616P00110000,,put,06/16/2007,12/19/2006,110,0.3,0.25,0.3,3,266,0.1948,-0.0197,0.0025,-0.8585,4.7392,SPYRF
SPY,142.22,*,SPY070616P00111000,,put,06/16/2007,12/19/2006,111,0.35,0.25,0.35,0,732,0.1948,-0.0231,0.0028,-0.9794,5.4208,SPYRG
SPY,142.22,*,SPY070616P00112000,,put,06/16/2007,12/19/2006,112,0,0.25,0.35,0,578,0.1948,-0.0269,0.0032,-1.1109,6.1661,SPYRH
SPY,142.22,*,SPY070616P00113000,,put,06/16/2007,12/19/2006,113,0.75,0.3,0.4,0,536,0.1948,-0.0312,0.0036,-1.2531,6.976,SPYRI
SPY,142.22,*,SPY070616P00114000,,put,06/16/2007,12/19/2006,114,0,0.35,0.4,0,924,0.1922,-0.0343,0.004,-1.3317,7.5392,SPYRJ
SPY,142.22,*,SPY070616P00115000,,put,06/16/2007,12/19/2006,115,0.45,0.4,0.45,20,5760,0.1896,-0.0377,0.0043,-1.4136,8.1414,SPYRK
SPY,142.22,*,SPY070616P00116000,,put,06/16/2007,12/19/2006,116,0.6,0.4,0.5,0,846,0.1872,-0.0415,0.0048,-1.5048,8.8105,SPYRL
SPY,142.22,*,SPY070616P00117000,,put,06/16/2007,12/19/2006,117,0,0.45,0.55,0,632,0.1848,-0.0457,0.0052,-1.5996,9.5243,SPYRM
SPY,142.22,*,SPY070616P00118000,,put,06/16/2007,12/19/2006,118,0.5,0.5,0.55,0,511,0.1825,-0.0504,0.0057,-1.701,10.2987,SPYRN
SPY,142.22,*,RQQ070616P00119000,,put,06/16/2007,12/19/2006,119,0.75,0.6,0.7,0,417,0.1803,-0.0557,0.0063,-1.8092,11.1363,RQQRO
SPY,142.22,*,RQQ070616P00120000,,put,06/16/2007,12/19/2006,120,0.7,0.65,0.75,0,952,0.1781,-0.0614,0.0068,-1.9207,12.0251,RQQRP
SPY,142.22,*,RQQ070616P00121000,,put,06/16/2007,12/19/2006,121,0.75,0.7,0.8,0,55,0.1761,-0.0679,0.0075,-2.0423,12.9957,RQQRQ
SPY,142.22,*,RQQ070616P00122000,,put,06/16/2007,12/19/2006,122,1,0.75,0.85,0,811,0.1741,-0.0749,0.0081,-2.1668,14.0198,RQQRR
SPY,142.22,*,RQQ070616P00123000,,put,06/16/2007,12/19/2006,123,1.1,0.85,0.95,0,45,0.1722,-0.0827,0.0089,-2.2972,15.1123,RQQRS
